"Observation 
Year","Standard 
Week","Pest 
Value",MaxT(°C),MinT(°C),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm)
1986,34,393,30,21.4,80.7,56,13.2,8.3,8.6,4.6
1986,35,1002,32.4,22.6,70,48.4,1.2,4.3,9.6,4.9
1986,36,2965,32.2,22.8,77.7,48.3,22.8,7.9,7.5,5.2
1986,37,3240,31.4,22.6,79.9,48.9,8.6,5.7,5.6,4.6
1986,38,4280,34,22.4,81.1,45.4,9,2.9,10.1,5.2
1986,39,2077,34.1,22.1,80.7,43.4,14.8,4.5,8.9,4.7
1986,40,1260,32.2,21.9,81.3,51.6,0.2,3.5,8.8,5.2
1986,41,75,34.8,21.1,76.9,41.4,0,3.7,9.1,5.3
1986,42,194,35.1,19.3,64,29.1,0,4,10.2,6.1
1986,43,117,32.6,16,70.6,26.6,0,3.6,10.4,5.4
1986,44,175,30.1,20.9,78.3,59.4,11.4,4.2,5.1,3.6
1986,45,160,30.2,20.2,85.4,53.9,14.7,4.2,6.5,3.1
1986,46,71,32.2,17.4,76.6,40.1,0,2.3,10.5,4.4
1986,47,18,29.6,13.2,69.7,34.9,0,3,10.8,4
1986,48,29,28.9,13,82,37.7,0,3.6,10.9,3.8
1986,49,0,28.5,10.7,74.7,38.1,25.8,6,6.2,32.9
1986,50,0,30.4,18.8,83.7,40.7,38.4,4.9,5.9,30.7
1986,51,0,29.8,15.1,77.7,35.4,33,4.2,6.4,30.1
1986,52,0,27.2,15.7,86.8,45.8,32.7,4.3,6.4,30.6
1987,1,22,27.4,11.1,73.7,33.7,0,3,10.9,3.4
1987,2,24,28.9,17.9,89.4,46,4.2,6.2,7.6,3.8
1987,3,5,28.9,16.1,87,45,0,5.3,10.2,3.8
1987,4,8,29.3,14.5,79.4,40.4,0,3.5,8.9,3.9
1987,5,15,29.9,12.7,72.6,34.7,0,3.9,10.9,4.6
1987,6,21,29.3,12.1,57.3,38.1,0,3.5,11.2,4.9
1987,7,30,31,15,69.6,31.1,0,5.3,11.1,5.8
1987,8,48,32.2,18.2,61.3,30.1,0,5.7,11,6.4
1987,9,108,32.6,17.8,71,29.7,0.6,5.6,10.1,5.8
1987,10,166,33.1,19.2,59.1,26.3,0,5.4,10.3,6
1987,11,103,33.6,20.9,55.9,26.7,10,5.6,10,6.7
1987,12,124,36.1,20,55.4,25.3,43.9,5.1,10.6,7.5
1987,13,50,36.7,20,54.9,17.7,0,4,10.6,7.3
1987,14,29,38.8,24.6,44.7,18.3,0,4.1,10.1,8.2
1987,15,18,39.8,23.4,41.1,14,0,8,11.9,7.8
1987,16,9,38.8,22.8,55.6,19.1,11.4,6.3,10.4,8.3
1987,17,27,39.7,25.5,58.3,19.4,0,8.3,10.4,9.2
1987,18,14,38.6,25.1,48.7,20,0,8.3,10.6,8.3
1987,19,,38.4,25.3,56.6,24.7,3.6,6.8,8.1,8.6
1987,20,,37,22.8,63.7,29.1,28.2,6.5,10.1,8
1987,21,,39.3,25.9,48.3,23.4,0,5.4,9.8,8.6
1987,22,,39.4,25.3,56.1,25.3,7.1,8.2,10.2,9.3
1987,23,,37.8,25.5,60.7,30.6,3.4,20.7,9.8,10.8
1987,24,,35.5,23.6,81.6,42.4,43.6,19.1,7.1,8.1
1987,25,0,33.8,24.4,75.4,43.7,0,13,6.5,6.2
1987,26,0,35.1,24.2,84.1,51.3,54.2,3.8,8.6,7.3
1987,27,0,29.8,22.5,88.3,63.9,75.2,12,1.7,4.4
1987,28,0,29.7,22.7,83.6,59,75.1,14.9,4.3,6
1987,29,0,32.3,23.3,76.7,46.9,0,16.1,8.1,6.4
1987,30,0,31.2,23.7,80,52.3,0.6,10.9,4.5,5
1987,31,0,33.1,23.7,83.6,48.1,22.8,9.5,7.2,6.1
1987,32,0,29.4,21.9,90.9,57.1,50.9,10.1,5.1,4.1
1987,33,0,29.5,22.2,88.9,61,59.3,8.6,3.5,4
1987,34,0,29.6,22.6,84,65.3,11.9,16.3,4.7,3.7
1987,35,0,29.6,22.8,82.6,54.7,6.6,15.6,4.5,4.5
1987,36,93,30.1,22.1,83.4,55.6,21.6,7.8,5.1,3.8
1987,37,610,31.7,22.2,78.7,51.6,18.4,7.3,7.6,4.7
1987,38,2945,34.4,23.6,83.4,46.6,2.2,5.1,9,5.7
1987,39,1844,34.2,23.2,78.1,46.7,2.5,3.3,7.5,4.8
1987,40,1329,31.5,22.1,90.3,58,19.3,4.3,5.6,3.4
1987,41,290,31.2,20.6,85.3,49.4,3.4,3.2,8.7,3.8
1987,42,34,30.8,21.3,89.7,57.6,21.2,5.8,6.8,3.8
1987,43,0,30.6,18.7,82.9,48.3,0,3.2,9.7,3.9
1987,44,0,30.3,18.2,76.7,50.1,147.8,6.1,8,4.1
1987,45,0,27.9,18.6,84.6,50.7,0,3.8,6.5,2.8
1987,46,24,26.1,20.6,91.3,65.9,121.6,4.7,2,2.2
1987,47,24,28.9,18.2,91.1,52.9,0,2.3,8.7,3.3
1987,48,20,28.2,11.8,80.7,43.9,0,2.9,10.7,3.6
1987,49,0,28.7,13.2,81,43.4,0.4,3.2,8.9,26.4
1987,50,0,27.1,13,87,50,0.8,3.6,8.8,26.2
1987,51,0,26.6,12.3,82.3,39.6,2.5,3.5,9.1,28.4
1987,52,0,27.8,12.6,83.3,43.9,0.5,3.6,9.4,30.8
1988,1,0,27.6,12.2,87.7,41.1,0,3.1,9.7,3
1988,2,0,27.7,12.9,84.3,38.1,0,3.5,10.3,3.1
1988,3,6,30.3,15.1,81.1,38.4,0,3.4,10.5,3.8
1988,4,23,30.7,14.4,79.4,36.1,0,3.7,10.5,4.2
1988,5,21,31.4,14.7,77.4,37.9,0,3.1,11,4.8
1988,6,15,31.7,13.1,69.7,30.4,0,3.6,11,4.9
1988,7,26,32.2,18.5,83.1,37.9,0,4.8,10.4,4.7
1988,8,,33.2,20.1,87.4,39,27.2,4.7,10.4,5.2
1988,9,,33.6,20.4,80.3,35.4,1.4,4.7,10.3,5.5
1988,10,,34.6,20.8,75,34.9,0,5.4,10.8,6
1988,11,,36.5,20.8,68,32.4,0,5.1,11.6,6.2
1988,12,,36.2,21.6,68.1,40.3,11.6,4.6,10.5,6
1988,13,,36.2,20.7,59.7,30.4,0,3.5,9.4,6.7
1988,14,,37.6,21.2,64,29.4,0,4.5,8.2,7.3
1988,15,,37.9,22.9,60.6,22.7,0,5.6,8.5,7.2
1988,16,,37,23.2,67.4,29.6,41.8,6.7,8.4,6.7
1988,17,,34.5,21.5,70.1,34.7,5.6,5.2,7.1,6.4
1988,18,,36.5,24.3,62.1,29.9,30.6,5.5,8.7,7.8
1988,19,,42.2,27.1,54.3,22,0,7,11.2,10
1988,20,,41.5,27.5,58.7,26.4,0,8.2,10.2,9.8
1988,21,,40.5,27.8,61.1,26.6,0,10.1,8.4,10.1
1988,22,,41,27.9,62.1,29.7,0,13.2,10.5,9.3
1988,23,,35.6,24.5,73.4,34.3,9.6,11.5,8,7.7
1988,24,,35.7,24.3,70.6,40.9,3.8,19,8.4,7
1988,25,,31.4,23.7,87.6,58,48.4,13.3,2,5
1988,26,,33.2,24.3,84.9,49.7,0,12.9,7.8,7.2
1988,27,,32.1,23.3,83.7,56.1,16.9,9.5,3.5,4
1988,28,,31.6,24.2,85.6,56.4,82.2,10.2,4.4,5.2
1988,29,,28.6,22.6,94.1,72.4,81.3,15.1,3,3.4
1988,30,21,28.4,22.1,92.1,68.6,37.3,15.1,2,3.3
1988,31,40,27.5,22.6,89.4,63,47.2,15.8,1.2,3.3
1988,32,71,30.3,22.9,87.4,60.1,31.9,9.1,3.2,4.1
1988,33,202,29.8,22.3,90.9,62.3,81.9,8.6,4.8,3.4
1988,34,756,29.5,22.7,87.6,59.6,11.8,11.2,4.3,4.2
1988,35,432,29.2,22.6,94.6,70.3,72.8,6.6,3.3,3.1
1988,36,189,29.6,22.3,89,63.7,59,5.7,4.1,2.9
1988,37,991,32.4,22.5,89.4,57.4,11,3.7,6.3,3.6
1988,38,832,29.5,22.5,87.4,61.6,32.8,8.6,4.7,3.7
1988,39,945,30,22.2,90,63.9,33.6,7.6,5.5,3.8
1988,40,516,30.1,22.7,86.9,60.9,0,5.8,5.6,4.2
1988,41,82,30.8,17.4,80.4,49.1,0,3,9.2,4.8
1988,42,36,32.4,16,77.6,37.1,0,3.6,10.5,4.9
1988,43,24,31.8,15.6,69,32.9,0,3.1,10,5.3
1988,44,24,30.5,17.8,73,41,0,3.9,9.6,4.2
1988,45,17,30.3,14.5,69.6,36,0,4.5,10,4.6
1988,46,15,29.6,11.5,68.9,30,0,3.2,10.2,4.2
1988,47,7,30,12,76.1,28.1,0,2.8,10.2,3.4
1988,48,2,28.4,10.9,79.4,31.4,0,3.6,10.1,4
1988,49,0,28.5,13.2,75.9,32.9,0.5,4,9.6,34
1988,50,0,25.8,13,86.1,55.4,0.4,4,9.6,35.6
1988,51,0,27.6,12.3,90.4,44.7,2.2,4.1,9.8,38.4
1988,52,0,28.3,12.6,88.5,43.8,2.6,4.1,9.9,40.9
1989,1,,28.3,12.5,88,40.3,0,3.5,9.9,3
1989,2,,28.7,13.6,81.7,44.4,0,4.1,9.8,3.2
1989,3,,29.7,12.3,83,39,0,3.1,9.7,3.4
1989,4,,30.4,15.8,84.7,44.1,0,3.9,9.3,3.3
1989,5,,31.4,11,73.3,30.3,0,3.2,10.5,4.2
1989,6,,33.6,12.2,70.7,25.9,0,2.7,10.8,4.2
1989,7,,33.2,13.4,62.1,28.7,0,3.2,10.6,4.7
1989,8,,32.3,12.7,55.7,25.6,0,4,10.4,6.4
1989,9,,35.2,16.2,53.7,17.3,0,2.9,10.5,6.2
1989,10,,34.2,17.6,69.9,29.4,25,5.8,9.7,5.6
1989,11,,32.7,18.6,66.7,29,0,4.2,9.5,5.7
1989,12,,35.8,21.5,54,26.1,0,4.9,10.2,6.8
1989,13,,31.5,19.2,76.7,36,5,5.3,8.6,5.8
1989,14,,37.5,19.2,49.4,18.3,0,4,11.7,7.1
1989,15,,39.1,21,53.3,17.6,0,7,12.1,7.1
1989,16,,39.1,24,61,24.1,0,6.9,9.7,7.3
1989,17,,38.9,26.4,51.7,20.9,2,4,9.6,7.7
1989,18,,39,24.9,52.7,21.7,0,6.9,10.5,7.4
1989,19,,40.7,25.3,55.4,19.1,0,5.2,10.9,7.9
1989,20,,42.3,28.2,54.1,19.9,0,9.3,10,9.7
1989,21,,41.1,26.4,66.6,22.7,0,15.6,10.6,9.8
1989,22,,36.7,26.1,64.4,28.7,2,10.1,7.6,7.2
1989,23,,35.4,23.8,78.3,38,24.1,10.9,8.7,6.5
1989,24,,32.8,23.4,85.7,44.9,15.4,13.6,7.2,4.8
1989,25,0,33.4,23.5,82.7,41.1,40.8,16.9,8.7,5.3
1989,26,0,29,22.3,88.1,62.9,38,16,2.5,4.8
1989,27,0,30.5,22.4,85.7,56.1,53.8,9.3,3.2,4.8
1989,28,0,31.1,23,84.9,49.7,23,7,5.9,4.7
1989,29,0,29.3,21.7,87.4,56.1,137,13.1,6.1,4.8
1989,30,4,27.6,21.9,88.3,57.6,160.7,18.3,3,4
1989,31,0,30.4,22.4,80,48.9,0,13.6,8.6,5.4
1989,32,15,29.4,22.1,83.4,49,36.4,13.1,5.1,4.4
1989,33,4,28.4,21.8,87.3,52.7,41.2,14.7,2.8,4.2
1989,34,12,29,22.3,85.4,50.6,11.5,13.7,4.1,4.2
1989,35,29,29.9,22.2,86.7,46,6.4,10.1,6.5,3.3
1989,36,49,30.6,22.1,80.3,47.3,20.7,6.7,7.5,4
1989,37,90,29.5,21.9,88.9,49.1,84,8.3,5,3.7
1989,38,90,30.4,22.5,84.7,54.9,76.2,2.8,5.8,3.9
1989,39,79,29.8,21.9,87,52.6,28,5.1,5.5,3.5
1989,40,195,30.1,21,86.4,47,13.8,3.9,8,4.1
1989,41,150,32.8,19,80.7,40.1,0,2.5,10,4.8
1989,42,16,32.9,17.4,71.4,36.1,0,2.6,10,4.8
1989,43,10,31.5,16.2,69.9,37,0,2.8,10.4,4.4
1989,44,0,31.1,16.6,74.7,37.4,0,3.3,9.6,4.2
1989,45,8,29.8,15.5,74.6,35.7,1.8,4.1,8.2,3.9
1989,46,5,29,17.9,77.7,39.4,0,3.8,6.4,3.2
1989,47,40,30.2,12.2,69.3,34.1,0,3.1,10.4,3.2
1989,48,36,29.7,12.5,78.7,33.7,0,3.5,10.5,3.3
1989,49,0,28.9,13.2,73.4,29.3,1.9,4.2,10.1,47
1989,50,0,27.4,13,79.7,36.3,3.4,4.5,9.5,46.4
1989,51,0,27.8,12.3,79,32,6.3,4.4,9.5,47.6
1989,52,0,28.7,12.6,76.9,46.8,5.3,4.2,9.3,50.4
1990,1,36,27.5,14.6,87.9,43.3,0,4.1,7.4,3.2
1990,2,48,28.8,12,70.9,32.9,0,3.2,9.1,3.5
1990,3,18,31.1,8.7,60.9,22.6,0,2.7,11.2,3.8
1990,4,13,31.4,10.5,71.6,25.6,0,3.2,11.3,3.8
1990,5,14,32.4,12.7,75.7,21.9,0,3.1,10.9,4.9
1990,6,4,31.9,14.6,69,22.9,0,4,11.2,5
1990,7,6,32.8,17.8,79.6,25.3,0,4.6,10.8,5.1
1990,8,9,32.8,15,77.1,24.9,0,3.9,10.7,4.8
1990,9,18,33.9,17.7,65.3,23,0,4.5,11.2,5.9
1990,10,90,34.1,21.3,70.1,24.3,0,6,10.7,6.3
1990,11,205,34.6,18.8,72.6,22.1,0,4.5,10,6.3
1990,12,308,36.1,21.1,52.4,17.9,0,5.3,10.7,6.2
1990,13,58,36.5,19.7,57.4,15.4,2.5,4.8,10.3,6
1990,14,21,37.5,21.8,54.9,17.4,3.8,5.2,10.3,6.2
1990,15,42,38.7,23.9,59.9,16.1,0,3.5,10.3,6.7
1990,16,54,40,23.2,48,15,0,5.4,10.9,7.2
1990,17,40,40.4,23.7,43.9,14.3,0,4.6,11.2,7
1990,18,5,37.5,24,59.1,17.7,13.8,5.6,9.2,6.9
1990,19,9,31.1,22.9,78.9,29,62.2,11,4.4,5.6
1990,20,19,34.4,24,71.1,20.4,0,8.9,8.6,6.1
1990,21,0,35.2,24.2,67.6,18.1,4.4,9.2,8.1,5.7
1990,22,0,33.6,23.5,69.4,21.9,1.4,12.5,9.4,6.1
1990,23,0,31.4,23,85.9,48,30.7,9.9,3.2,4.6
1990,24,0,30,22.3,82.4,42.4,61.6,12.3,3.8,5.3
1990,25,0,30.3,22.8,82.1,40.7,48.4,16.8,3.6,5.3
1990,26,1,31.8,23,80.6,36.3,6,15.4,8.2,6.1
1990,27,3,31.1,23.1,82.4,40.7,7.2,13.3,5.1,5.5
1990,28,1,30.5,22.2,84.7,42.9,43.8,16.2,5.1,5
1990,29,0,29.1,21.9,87.9,47.7,38.1,14.4,1.9,4.4
1990,30,1,29.9,21.8,82.1,37.1,27.2,15.4,7.5,5
1990,31,0,31.9,23,76.7,29.1,1.8,9.9,8.6,6.6
1990,32,35,31.2,22.7,86.6,35.7,50.8,6.7,7.1,5
1990,33,85,26.4,21.6,90.4,53.1,128.2,17.5,1.7,4.6
1990,34,67,28,21.7,86.3,41.4,18.4,17.2,4.7,4.1
1990,35,69,28.6,22,85,60.9,18.3,12.1,4.8,3.7
1990,36,194,29.7,22.5,82.7,40.1,15.2,10.7,4,3.7
1990,37,59,30.6,22.5,80.4,34.1,12.4,4.9,7.2,4.1
1990,38,695,31.5,22.5,76.7,32.6,9,4,8.3,3.8
1990,39,25,30.7,22.2,78.1,31.6,29.9,4.9,6.5,4.3
1990,40,275,28.5,21,82.6,39.1,62.6,7.3,4.6,4
1990,41,4,29.9,21.9,84.3,35.1,58.4,2.9,5.7,4.7
1990,42,76,30.1,16.2,69.3,26.7,0,3,10.2,5.4
1990,43,70,28.4,20.3,82.4,38.7,23.6,4,5.7,3.4
1990,44,151,29.6,19.6,58.1,27,0,3.8,10,3.7
1990,45,79,30,17.7,74.3,30.1,17,2.3,8.8,4
1990,46,58,29,18.4,82.3,28,4.4,3.7,7.7,3.6
1990,47,10,27.9,19.2,88.9,49.4,15.2,2.8,5.1,3.2
1990,48,6,29.9,17.4,80.1,30.4,0,3.1,8.8,3.4
1990,49,0,29,13.2,74,29.3,2.9,4.3,9.3,52.1
1990,50,0,28.5,13,69.3,25.1,5.2,4.5,9.2,52.8
1990,51,0,27.8,12.3,66.4,26.4,4.1,4.7,9.1,54.3
1990,52,0,27.6,12.6,66.9,25.3,9,4.9,9.4,55.9
1991,1,3,26.7,13.2,71.7,24.9,12.2,3,7.7,3.2
1991,2,8,29.4,16.4,73.3,28,0,2.8,7.8,3.4
1991,3,18,29.2,16.7,68.7,26.7,0,3.6,9.2,3.3
1991,4,10,30.3,14.9,69.6,22.1,0,2.3,10.1,3.1
1991,5,16,30.7,11.4,66.6,20.6,0,2.5,10.9,3.3
1991,6,55,31.6,16.1,62.7,18.4,0,3.3,10.6,3.2
1991,7,77,34.5,17.5,52.3,12.7,0,3.1,11,3.6
1991,8,80,33.2,15.7,56.4,12.9,0,4.1,11.1,3.6
1991,9,80,34,18.6,60.7,17,0,4.3,10.7,3.8
1991,10,76,35.2,21.1,63.6,19.7,0,3.3,10.7,4.3
1991,11,129,37.1,19.8,56.6,16.1,0,3.8,11,5.2
1991,12,179,37.9,21.2,54.3,16.3,0,3.1,10.2,4.4
1991,13,112,37.8,21.1,56.1,16.7,0,3.8,10.7,6.1
1991,14,155,36,22.4,62.4,22.9,0,3.9,9.1,5.3
1991,15,120,37,23,57.6,17.4,2,3.5,9.5,5.4
1991,16,179,39.6,24.7,51.6,15.6,20,4.7,10.7,6.7
1991,17,92,38.1,24.5,54.7,16.4,18.2,3.7,10.2,5.8
1991,18,30,40.9,25.6,49.6,14.3,0,5.8,11.2,7.2
1991,19,6,40.5,27.3,53.3,16.9,0,4.9,10.8,6.8
1991,20,6,40.3,26.1,50.3,13.6,0,4.1,10.7,8.1
1991,21,0,41,26.3,47.6,14.3,10.6,5.6,10.8,8.4
1991,22,0,38.1,26.5,56.3,20.4,0,4.6,10.1,7
1991,23,0,32,24.1,83.7,56.3,63.4,8.8,4.6,4.7
1991,24,0,31.2,23,81.3,46.3,85.6,10.6,3.8,3.6
1991,25,0,32.9,23.4,78.3,41,8.5,13.5,8.1,5.7
1991,26,0,32,23.5,80.9,45.1,3.2,5.9,5.3,4.5
1991,27,2,30.1,22.5,80.9,47.3,16.6,12.4,4.2,4.2
1991,28,1,29.1,22.3,85.9,54,129.8,15.4,3.6,3.3
1991,29,0,29.5,22.7,80.1,46,5.4,15.3,3.6,3.8
1991,30,4,30.8,23.1,81.1,44,1.8,19.1,5.9,5.1
1991,31,13,30.1,22.8,83.1,44.9,30.6,12.4,4.8,4.1
1991,32,14,29,22,87,52.4,69.4,11.3,3.5,3.3
1991,33,28,29.9,22.3,84.6,44.4,7.3,13.3,4.1,3.8
1991,34,36,30,21.9,79.9,41,16.2,15.9,4.9,4.7
1991,35,84,30.7,22.1,71.7,38.6,0,10.1,7.5,5
1991,36,61,31.7,22.9,70,38.7,1.8,5.1,7.1,4.7
1991,37,223,32,22.8,67.7,35.9,0,2.8,8,4.6
1991,38,456,31.4,22.5,76.3,41.6,155.4,6.5,4,3.8
1991,39,55,31.5,21.4,74,33.4,0,1.8,7.3,4.3
1991,40,43,32.2,21.5,74.7,31.3,2.8,4,7.9,3.3
1991,41,23,32.1,19.8,87.7,30.1,46.4,3.2,8.8,3.4
1991,42,20,31.3,20.1,74.9,30.4,0,3.5,9.4,3.9
1991,43,11,30.4,15.8,70.9,32.3,2.2,2.5,9.5,3.6
1991,44,9,27.2,21.1,85.9,55.7,6,4.8,1.2,3.1
1991,45,5,29.4,14.6,77.1,35.9,0,1.9,9.2,3.3
1991,46,2,27.1,17.6,79.3,43.9,7.2,4.7,5.4,3.1
1991,47,8,28,16.7,79.6,38.4,0,3.5,8.5,3.1
1991,48,38,29.5,12.8,75.1,30.1,0,1.9,9.1,3.6
1991,49,0,28.1,13.2,72,30,3.7,4.9,9.4,57.1
1991,50,0,27,13,71.1,28.9,4,5.6,9.5,59.5
1991,51,0,27.5,12.3,76.7,28.4,10,6.1,9.3,63.8
1991,52,0,29,12.6,75.9,30.4,7,7.4,8.9,63.1
1992,1,10,28.1,9.6,60.6,24.9,0,2.5,9.9,3.2
1992,2,1,28.4,10.7,61.3,26.7,0,2.2,9.7,3.2
1992,3,10,29,12.2,65.1,23.9,0,2.5,9.6,3.3
1992,4,18,30.4,13.1,64,21.7,0,2.4,9.6,3
1992,5,18,30.5,12.6,67.6,23.9,0,2.6,10.3,4
1992,6,21,32,15,64.3,23.3,0,3,9.6,3.7
1992,7,4,32.5,12.9,61.6,18.3,0,2.1,10.5,5.2
1992,8,7,32.7,15.9,51.3,20.7,0,3.3,9.9,6
1992,9,26,33.7,15.1,55.6,20.4,0,2.3,10.2,5.2
1992,10,43,36.6,17,45.1,17,0,2.6,9.8,6.1
1992,11,77,37,18,48.9,18.1,0,2.7,10.3,6
1992,12,69,38.4,19.4,53.1,17.6,0,2.8,10.6,6.5
1992,13,37,39.3,21.9,48,17.6,0,4.6,10.7,6.2
1992,14,44,39.1,23.7,45.3,15.9,0,4.1,10.2,6
1992,15,22,40,22.9,43,16.6,0,3.5,10.6,6.5
1992,16,33,39.1,24,45.4,21.6,1.8,3.2,10,5.9
1992,17,36,37.7,22.9,54.1,22.4,0,4.4,10.1,5.9
1992,18,56,39.3,24.9,46.6,17.9,0,5.2,10.1,6
1992,19,5,38.8,24.7,50.6,19.3,19.6,4.1,9.4,6.1
1992,20,0,40.4,26.1,48,15.6,0,6.3,9.1,7
1992,21,0,40.6,25.8,45.4,17.3,0,8.3,10.6,6.8
1992,22,1,39,23.9,59.4,26.3,32.7,5.9,7.4,5.5
1992,23,0,39.3,24.2,46.7,19.1,44,3.7,10.3,4.7
1992,24,0,37.5,24.9,53,22.9,0,5.4,8.9,5
1992,25,0,31.5,23,73,46.3,35.9,15.6,2,4.6
1992,26,0,32.4,22.3,77.9,41,43.8,10.6,6.8,4.8
1992,27,0,33.4,23,68.3,33.1,106.8,5.7,7.8,4.8
1992,28,0,32.8,23.4,69.9,33,102.2,6.2,7.5,4.5
1992,29,0,31,22.7,76.4,34.7,3.4,9.6,6.3,4.8
1992,30,0,30.7,23,77,40.6,17.8,16.2,4.1,4.6
1992,31,3,30.5,22.3,76.3,46.6,32.9,7.7,5.4,4.1
1992,32,15,30.2,22.1,80.6,46,94.6,6.1,4.1,2.8
1992,33,65,27.8,21.8,84.7,56.4,21.6,14.6,2.2,3.6
1992,34,31,30.5,22.4,77.1,49.7,0,8.8,6.2,4.4
1992,35,11,29.7,22.1,78.4,47.1,32.8,8.6,4.7,3.8
1992,36,4,29.5,22.9,80.1,46.4,0,11.9,6,4
1992,37,6,30.3,21.9,84.7,38.4,42.2,3.6,6.5,3.6
1992,38,48,31.9,22.9,66.4,32.9,0,2,9.3,4.1
1992,39,18,32.3,20.8,72.3,33.7,3.6,2.6,10,4.3
1992,40,22,31.7,21.2,71.4,38,9.8,2.6,7,3.8
1992,41,37,30.3,21.7,78.9,47.4,32.8,3.4,6.8,3.6
1992,42,15,31.5,19.6,67.7,36.9,0,1.8,8.7,4.5
1992,43,30,31.8,19.4,72.9,41.3,2.6,1.7,6.7,3.2
1992,44,14,30.5,15.7,70.9,36.7,0,1.8,8.3,4
1992,45,4,30.7,19.4,76.4,42.3,0,3.8,7.2,3.7
1992,46,7,27.4,18.2,80.3,59.1,97,5.9,5.2,2.8
1992,47,13,28.3,19.7,79.3,39.4,0,3,5,3.2
1992,48,13,28,13,80.9,34.4,0,2.1,9.9,3.9
1992,49,0,28.4,13.2,73.4,28.6,8.6,7.9,9.1,68.3
1992,50,0,28.1,13,78.5,34.2,10.5,8.5,8.7,64.9
1992,51,0,28.1,12.3,86,34.7,16.7,10.5,7.5,57.4
1992,52,0,28.2,12.6,81.3,34.8,31.7,11.3,5.6,48
1993,1,,29.1,12.8,75.9,29.6,0,2.1,9.6,3.2
1993,2,,31.1,13.1,72.6,27.3,0,1.7,10.2,3.2
1993,3,,30.7,13.1,75.3,28.3,0,1.8,9.9,3
1993,4,,30.3,11.4,74,29.6,0,1.7,9.9,3.1
1993,5,,30.5,12.7,76.3,27.1,0,2.2,10,3.1
1993,6,,30.2,12,78.6,26.9,0,2.1,10.4,3.1
1993,7,,33,15.2,76.1,25.4,0,2.2,10.5,3.3
1993,8,,31.1,13.5,74,26.3,0,3.5,10.3,3.4
1993,9,,31.7,16.8,75,29.6,0,5.8,10.3,3.6
1993,10,,33.3,18.1,61.6,24.4,0,3.5,10.8,3.5
1993,11,,35,19.4,58,20.9,0,2.1,10.1,3.5
1993,12,,37.7,21.5,59.6,21.3,0,3.9,10.3,4.1
1993,13,,36.4,20.7,68.7,27,0,3.9,9.9,3.8
1993,14,,36.8,21,56.3,22.3,0,4.1,10.1,4.5
1993,15,,37.2,21.7,61.3,26.1,4.8,4.4,9.7,3.8
1993,16,,38.2,23.6,55.7,24.1,0,3.1,10.2,4.4
1993,17,,39.6,24.6,56.7,25.1,8.8,3.8,9.9,4.2
1993,18,,41.7,25.8,48.7,21.3,0,3.2,11.2,5.5
1993,19,,41.5,26.7,53.1,20.3,0,6.2,11.3,6.8
1993,20,,40.8,26.1,68.3,24.7,2,6.9,10.4,6.7
1993,21,1,39.8,26,55.4,29.7,15.8,5.6,9.3,6.7
1993,22,0,39.3,24.6,70.3,31.4,18.2,10.1,9.8,5.6
1993,23,1,38.5,26.6,62.6,27.6,0,5.6,10.6,5.5
1993,24,2,34.3,24.3,69.3,33.9,0,16.5,5.7,4.5
1993,25,,35.1,24.2,71.9,43.8,2.8,17.8,9.5,9.5
1993,26,,35.2,24.7,75.3,43.4,38.8,11.1,7.8,5.5
1993,27,1,33.2,23.7,72.1,43.4,4.2,11.9,7.6,4.8
1993,28,0,31.5,23.5,79.4,50.3,13.8,17.6,2.7,3.2
1993,29,0,33.6,23.6,70.9,32.6,8.4,9.1,9,6.3
1993,30,0,30.7,22.4,81.4,58.3,55.5,12.5,3.5,3.4
1993,31,1,28.8,22.4,86,60.7,53.3,13.6,2.6,3.6
1993,32,17,30.1,22.3,78.6,52.4,9.6,11.4,5.4,4.8
1993,33,11,30.2,22.1,85.3,53.3,14.2,11.5,5.9,4.4
1993,34,14,29.9,22.3,77.3,50.4,14.8,10.9,6,3.7
1993,35,2,30,22.1,86.1,58.6,64.5,3.4,4.5,3.2
1993,36,2,29.2,21.7,85.4,65,33.2,7.9,4.9,3.9
1993,37,,31.3,21.8,75.4,46,0,7.4,9.6,5.8
1993,38,,31.1,21.6,85,55.3,101.4,4,7.2,3.8
1993,39,10,30.2,22,78.3,51.6,0,5.2,7.2,4.5
1993,40,9,32,21.3,77.9,48,15.8,1.7,8.9,4.5
1993,41,7,29.4,22,83.9,64,33.7,3.9,6.2,3.7
1993,42,4,30.3,21.2,85.1,57.1,21.4,3.2,7.7,3.6
1993,43,11,31.2,19.3,83.9,47.6,5,1.7,9.2,4.2
1993,44,8,30.7,18.2,74.3,42.6,0.7,3,10.5,4.2
1993,45,0,29.9,17.6,72.3,46,0,4.3,9.4,3.7
1993,46,0,30.3,16.4,78.9,40.1,0,2.7,8.4,3.4
1993,47,0,30.9,14.3,81.7,39.6,0,2.7,10,3.7
1993,48,0,28.6,9.2,72,29,0,2.8,9.9,3.2
1993,49,0,25.6,14.7,79.4,50.4,27.4,3.2,5,2.8
1993,50,0,28.6,11.6,79.6,33.1,0,2.3,10.3,3.5
1993,51,0,26.4,8.7,78.3,35.1,0,2.3,8.7,3.1
1993,52,0,26.9,10.6,83.4,36.5,0,3.1,8.9,2.9
1994,1,3,28.5,12.1,82.3,32.4,0,3.2,9.9,3.1
